period,experiment_runn,measurer,IDLE,tiT,Tmr Svc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
100,23967924,28358728,11672223,456989,113843,74326936,18,36480,24541,138658,1881,206992,4152,16.18
101,24129265,28558000,11749530,460457,113843,75121192,18,36480,24541,140054,1881,206992,4152,10.95
102,24153859,28655966,11750514,463957,113843,76092123,18,36480,24541,141818,1881,206992,4152,0.20
103,24378810,28945727,11865465,467551,113843,76793534,18,36480,24541,143089,1881,206992,4152,16.26
104,24659105,29267190,12006637,475414,113843,77427933,18,36480,24541,144401,1881,206992,4152,20.04
105,24693777,29360002,12011016,486169,113843,78396687,18,36480,24541,146242,1881,206992,4152,1.10
106,24807620,29534124,12059657,489579,113843,79247585,18,36480,24541,147999,1881,206992,4152,6.86
107,25067721,29855867,12187187,493044,113843,78587373,18,36480,24541,149249,1881,206992,4152,18.57
108,25369737,30190008,12340159,500248,113843,80526242,18,36480,24541,150631,1881,206992,4152,21.85
109,25634689,30515128,12471847,503714,113843,81184022,18,36480,24541,151985,1881,206992,4152,19.16
110,25933720,30869813,12620033,508532,113843,80410485,18,36480,24541,153287,1881,206992,4152,21.25
111,26205459,31170783,12757064,516839,113843,82459506,18,36480,24541,154597,1881,206992,4152,19.33
112,26450815,31476304,12875549,519487,113843,83141516,18,36480,24541,155884,1881,206992,4152,17.24
113,26741381,31822839,13020213,522972,113843,83757599,18,36480,24541,157047,1881,206992,4152,21.09
114,27023174,32135818,13162953,526390,113843,82955856,18,36480,24541,158469,1881,206992,4152,20.33
115,27315291,32484183,13308807,528987,113843,85015587,18,36480,24541,159784,1881,206992,4152,21.02
116,27573057,32792067,13437511,531739,113843,84190429,18,36480,24541,161043,1881,206992,4152,18.24
117,27840476,33095243,13572007,538655,113843,86334277,18,36480,24541,162376,1881,206992,4152,19.44
118,28116354,33429060,13708705,541336,113843,86981584,18,36480,24541,163763,1881,206992,4152,19.37
119,28388563,33732058,13843413,544481,113843,87620724,18,36480,24541,165089,1881,206992,4152,19.37
120,28662130,34038454,13979954,550026,113843,86761504,18,36480,24541,166588,1881,206992,4152,19.54
121,28897180,34327528,14098397,553125,113843,88960345,18,36480,24541,167896,1881,206992,4152,16.77
122,29131816,34617665,14215465,555673,113843,89655151,18,36480,24541,169141,1881,206992,4152,16.66
123,29368104,34881514,14335756,558583,113843,88789341,18,36480,24541,170491,1881,206992,4152,16.60
124,29473696,35052391,14380097,561762,113843,91212213,18,36480,24541,171816,1881,206992,4152,6.65
125,29498391,35138481,14381387,570381,113843,92183073,18,36480,24541,173622,1881,206992,4152,0.18
126,29521001,35205256,14384375,580614,113843,93162841,18,36480,24541,175472,1881,206992,4152,0.14
127,29579208,35319259,14400990,583814,113843,94090831,18,36480,24541,177118,1881,206992,4152,2.79
128,29834916,35633297,14527115,587990,113843,93004546,18,36480,24541,178448,1881,206992,4152,18.12
129,30106097,35944775,14674628,594908,113843,95399141,18,36480,24541,179717,1881,206992,4152,19.29
130,30405931,36302913,14827454,598509,113843,96009999,18,36480,24541,180863,1881,206992,4152,21.88
131,30666174,36621518,14958367,606016,113843,96668238,18,36480,24541,182200,1881,206992,4152,18.47
132,30824486,36824717,15033221,615957,113843,97467220,18,36480,24541,183906,1881,206992,4152,10.77
133,31002424,37067881,15121213,619879,113843,96371361,18,36480,24541,185358,1881,206992,4152,12.56
134,31286117,37415345,15266308,623597,113843,96974708,18,36480,24541,186676,1881,206992,4152,20.41
135,31577158,37743158,15418682,631638,113843,97595364,18,36480,24541,187891,1881,206992,4152,21.23
136,31847792,38079400,15557440,634942,113843,100127140,18,36480,24541,189171,1881,206992,4152,19.53
137,32114927,38411556,15692418,638614,113843,100777864,18,36480,24541,190356,1881,206992,4152,19.67
138,32410863,38747778,15845616,645114,113843,101397070,18,36480,24541,191680,1881,206992,4152,21.60
139,32700843,39101569,15992571,647707,113843,102019735,18,36480,24541,193007,1881,206992,4152,20.92
140,32976447,39432189,16129375,656387,113843,102656425,18,36480,24541,194200,1881,206992,4152,19.81
141,33261816,39760447,16276731,665291,113843,103287653,18,36480,24541,195562,1881,206992,4152,20.81
142,33569032,40132372,16435987,668506,113843,103880257,18,36480,24541,196790,1881,206992,4152,22.71
143,33861060,40487451,16584948,671409,113843,104496149,18,36480,24541,197992,1881,206992,4152,21.34
144,34123023,40786087,16721475,679007,113843,105154041,18,36480,24541,199196,1881,206992,4152,18.91
145,34410826,41139007,16869470,681920,113843,103686064,18,36480,24541,200420,1881,206992,4152,21.36
146,34662857,41457373,16997656,684682,113843,106454619,18,36480,24541,201666,1881,206992,4152,17.90
147,34694910,41527189,17001386,688858,113843,107416301,18,36480,24541,203473,1881,206992,4152,0.87
148,34832241,41730073,17066457,692405,113843,108235418,18,36480,24541,205003,1881,206992,4152,9.39
149,35106376,42060243,17202283,700203,113843,106664222,18,36480,24541,206427,1881,206992,4152,19.49
150,35389074,42379308,17348494,709234,113843,107301495,18,36480,24541,207925,1881,206992,4152,20.52
151,35654310,42703993,17480575,712088,113843,110158126,18,36480,24541,209330,1881,206992,4152,19.01
152,35921751,43023864,17615423,715310,113843,108571826,18,36480,24541,210624,1881,206992,4152,19.28
153,36213781,43348382,17762757,720626,113843,111421620,18,36480,24541,211955,1881,206992,4152,21.10
154,36502546,43700615,17911466,723669,113843,112041103,18,36480,24541,213291,1881,206992,4152,20.86
155,36789881,44051940,18057031,729446,113843,110389105,18,36480,24541,214548,1881,206992,4152,20.83
156,37034175,44333755,18186324,735308,113843,111061689,18,36480,24541,215826,1881,206992,4152,17.51
157,37271222,44613711,18309074,738798,113843,111733883,18,36480,24541,217199,1881,206992,4152,17.21
158,37502007,44911625,18421502,741792,113843,112402237,18,36480,24541,218499,1881,206992,4152,16.19
159,37733485,45172859,18543715,749328,113843,113093485,18,36480,24541,219735,1881,206992,4152,16.70
160,37969482,45453499,18661933,752447,113843,113773500,18,36480,24541,220883,1881,206992,4152,16.74
161,38196823,45747472,18775921,759062,113843,114444239,18,36480,24541,222141,1881,206992,4152,16.18
162,38433712,46022771,18894786,764419,113843,117549496,18,36480,24541,223450,1881,206992,4152,16.70
163,38666481,46319062,19012116,767636,113843,118245929,18,36480,24541,224721,1881,206992,4152,16.61
164,38895936,46612035,19127325,771090,113843,118946608,18,36480,24541,226068,1881,206992,4152,16.37
165,39120926,46873274,19239754,775212,113843,119659678,18,36480,24541,227297,1881,206992,4152,16.04
166,39360495,47180276,19360025,778196,113843,120348738,18,36480,24541,228558,1881,206992,4152,17.22
167,39590746,47473412,19475876,782369,113843,121049962,18,36480,24541,229708,1881,206992,4152,16.56
168,39822807,47745664,19593053,785558,113843,121749943,18,36480,24541,230962,1881,206992,4152,16.53
169,40054202,48044634,19711049,789026,113843,122447552,18,36480,24541,232308,1881,206992,4152,16.53
170,40285189,48340337,19826755,795768,113843,120478619,18,36480,24541,233598,1881,206992,4152,16.54
171,40518055,48610905,19940533,802916,113843,123850559,18,36480,24541,234893,1881,206992,4152,16.65
172,40748819,48909267,20057668,805466,113843,124545878,18,36480,24541,236123,1881,206992,4152,16.44
173,40982674,49206452,20173434,811247,113843,122497564,18,36480,24541,237376,1881,206992,4152,16.66
174,41212965,49472297,20290523,817534,113843,125949761,18,36480,24541,238488,1881,206992,4152,16.32
175,41446573,49770322,20409691,820824,113843,126638243,18,36480,24541,239802,1881,206992,4152,16.65
176,41678889,50069553,20528641,824787,113843,124509144,18,36480,24541,240966,1881,206992,4152,16.72
177,41913429,50339461,20644851,827933,113843,128030502,18,36480,24541,242231,1881,206992,4152,16.72
period,wifi,tiT,experiment_runn,measurer,main,IDLE,Tmr Svc,ipc1,sys_evt,esp_timer,ipc0,Heap,Stack,Mbps
1,703127,9658,478,206,114765,4328763,18,36495,24522,3722,1881,206992,4152,0.01
2,715350,12534,4246,11631,114765,4507041,18,36495,24522,4916,1881,206992,4152,0.00
3,945672,227747,136043,14219,114765,5197992,18,36495,24522,6298,1881,206992,4152,16.30
4,1280569,639780,303284,20516,114765,6759932,18,36495,24522,9167,1881,206992,4152,14.12
5,1548725,976998,449769,27071,114765,7406008,18,36495,24522,10526,1881,206992,4152,19.80
6,1824112,1321425,595249,30331,114765,8817436,18,36495,24522,11994,1881,206992,4152,19.43
7,2094163,1656155,733748,33325,114765,8685357,18,36495,24522,13246,1881,206992,4152,19.69
8,2339393,1964100,857768,35696,114765,10084908,18,36495,24522,14566,1881,206992,4152,17.77
9,2563781,2254916,972133,38735,114765,10068426,18,36495,24522,15754,1881,206992,4152,16.38
10,2799457,2552591,1089666,41418,114765,10762923,18,36495,24522,17116,1881,206992,4152,16.50
11,3033108,2850365,1211653,44754,114765,12063527,18,36495,24522,18315,1881,206992,4152,16.75
12,3274009,3180875,1330155,56624,114765,12739414,18,36495,24522,19564,1881,206992,4152,17.01
13,3505006,3477264,1448233,59195,114765,12877908,18,36495,24522,20938,1881,206992,4152,16.95
14,3732458,3767847,1564050,62319,114765,14063910,18,36495,24522,22181,1881,206992,4152,16.18
15,3965961,4065114,1680820,65033,114765,14287702,18,36495,24522,23436,1881,206992,4152,16.72
16,4193641,4355752,1796902,67454,114765,14996411,18,36495,24522,24621,1881,206992,4152,16.59
17,4424797,4649141,1913975,69738,114765,15698538,18,36495,24522,25806,1881,206992,4152,16.32
18,4661042,4948014,2033277,73142,114765,16704400,18,36495,24522,27140,1881,206992,4152,16.72
19,4901028,5279876,2153029,83583,114765,17367916,18,36495,24522,28454,1881,206992,4152,17.29
20,5134931,5578046,2273457,86499,114765,17812073,18,36495,24522,29813,1881,206992,4152,16.70
21,5362208,5868941,2388309,89107,114765,18513136,18,36495,24522,31144,1881,206992,4152,16.18
22,5592045,6159030,2502955,92341,114765,19364530,18,36495,24522,32431,1881,206992,4152,16.51
23,5820513,6450115,2618275,95388,114765,19905149,18,36495,24522,33671,1881,206992,4152,16.31
24,6056421,6749046,2737767,98588,114765,20592640,18,36495,24522,34878,1881,206992,4152,16.80
25,6281264,7040749,2853445,101778,114765,21298295,18,36495,24522,36112,1881,206992,4152,16.18
26,6514800,7360685,2967822,104307,114765,21996065,18,36495,24522,37393,1881,206992,4152,16.73
27,6749142,7657768,3083182,109426,114765,22687945,18,36495,24522,38821,1881,206992,4152,16.72
28,6973538,7946350,3197347,112029,114765,23388653,18,36495,24522,40074,1881,206992,4152,16.32
29,7207898,8241875,3315975,114722,114765,24084197,18,36495,24522,41288,1881,206992,4152,16.78
30,7440765,8538363,3434721,117221,114765,24781473,18,36495,24522,42451,1881,206992,4152,16.52
31,7667151,8829150,3550750,120031,114765,25484809,18,36495,24522,43757,1881,206992,4152,16.18
32,7898206,9125219,3668004,123609,114765,25989791,18,36495,24522,45045,1881,206992,4152,16.72
33,8128819,9420686,3783368,126444,114765,26877088,18,36495,24522,46305,1881,206992,4152,16.40
34,8361617,9739019,3898273,131251,114765,27296510,18,36495,24522,47537,1881,206992,4152,16.71
35,8597771,10038406,4016557,137368,114765,27953634,18,36495,24522,48882,1881,206992,4152,16.79
36,8824961,10326122,4128970,140327,114765,28980139,18,36495,24522,50030,1881,206992,4152,16.17
37,8887145,10428456,4149535,143085,114765,29902523,18,36495,24522,51855,1881,206992,4152,3.12
38,8910166,10514645,4150922,146237,114765,30875182,18,36495,24522,53780,1881,206992,4152,0.18
39,9100505,10760543,4247443,149376,114765,31625273,18,36495,24522,55297,1881,206992,4152,13.14
40,9378980,11092656,4394109,152259,114765,32260474,18,36495,24522,56569,1881,206992,4152,20.12
41,9645549,11410783,4532805,155662,114765,32911445,18,36495,24522,57901,1881,206992,4152,19.27
42,9906832,11758736,4662885,166541,114765,33593169,18,36495,24522,59296,1881,206992,4152,18.48
43,10175163,12089079,4798462,169397,114765,34241780,18,36495,24522,60595,1881,206992,4152,19.53
44,10443876,12420829,4934008,172121,114765,34882636,18,36495,24522,62024,1881,206992,4152,19.40
45,10727723,12766064,5075968,175313,114765,35505892,18,36495,24522,63491,1881,206992,4152,20.63
46,11010084,13111455,5224165,178219,114765,36134179,18,36495,24522,64687,1881,206992,4152,20.43
47,11110170,13246985,5264914,181377,114765,37004147,18,36495,24522,66307,1881,206992,4152,6.14
48,11131455,13333075,5266207,184525,114765,37978458,18,36495,24522,67989,1881,206992,4152,0.18
49,11400087,13671263,5404906,192310,114765,37888631,18,36495,24522,69186,1881,206992,4152,19.28
50,11690982,14041683,5552426,203374,114765,39259520,18,36495,24522,70603,1881,206992,4152,21.36
51,11970898,14382418,5692087,206077,114765,39122417,18,36495,24522,71973,1881,206992,4152,20.19
52,12219866,14693949,5818902,208875,114765,40566684,18,36495,24522,73196,1881,206992,4152,17.83
53,12498216,15033321,5959779,211894,114765,41199955,18,36495,24522,74572,1881,206992,4152,20.13
54,12759914,15357861,6094215,215422,114765,41857245,18,36495,24522,75908,1881,206992,4152,19.00
55,13055454,15711458,6240196,218320,114765,42470082,18,36495,24522,77236,1881,206992,4152,21.33
56,13350056,16074587,6386725,225950,114765,43085251,18,36495,24522,78572,1881,206992,4152,21.07
57,13541833,16320410,6475996,237037,114765,43861672,18,36495,24522,80101,1881,206992,4152,13.61
58,13565214,16407432,6477559,240251,114765,44832546,18,36495,24522,82100,1881,206992,4152,0.19
59,13752190,16657630,6570172,243401,114765,45586136,18,36495,24522,83588,1881,206992,4152,13.02
60,14049187,17016267,6721709,246706,114765,46196467,18,36495,24522,84708,1881,206992,4152,21.73
61,14318655,17350502,6860025,249572,114765,46836697,18,36495,24522,85971,1881,206992,4152,19.29
62,14559018,17656444,6984854,252946,114765,47514176,18,36495,24522,87379,1881,206992,4152,17.39
63,14839746,18002791,7124616,260518,114765,48150873,18,36495,24522,88828,1881,206992,4152,20.16
64,14995519,18239801,7195248,270922,114765,48960795,18,36495,24522,90497,1881,206992,4152,10.68
65,15017495,18321815,7196106,279291,114765,49935145,18,36495,24522,92458,1881,206992,4152,0.11
66,15040071,18413909,7198047,288565,114765,50912109,18,36495,24522,94171,1881,206992,4152,0.21
67,15061463,18498921,7198926,291700,114765,51887080,18,36495,24522,96139,1881,206992,4152,0.11
68,15228715,18726750,7283913,295277,114765,52671763,18,36495,24522,97585,1881,206992,4152,11.51
69,15497800,19054453,7416676,298397,114765,53321876,18,36495,24522,98946,1881,206992,4152,19.48
70,15770331,19411324,7554077,306083,114765,53967746,18,36495,24522,100471,1881,206992,4152,19.42
71,16019535,19726108,7680357,313627,114765,54624383,18,36495,24522,101705,1881,206992,4152,17.93
72,16285136,20055017,7817097,316608,114765,55278640,18,36495,24522,103016,1881,206992,4152,19.05
73,16570577,20399467,7958668,319440,114765,55901650,18,36495,24522,104350,1881,206992,4152,20.84
74,16839572,20731372,8094898,321957,114765,55125247,18,36495,24522,105634,1881,206992,4152,19.37
75,17125499,21078881,8240322,324785,114765,55722993,18,36495,24522,106960,1881,206992,4152,20.87
76,17387150,21406004,8375384,327548,114765,57826021,18,36495,24522,108298,1881,206992,4152,19.05
77,17636510,21720627,8504169,330819,114765,58494344,18,36495,24522,109696,1881,206992,4152,17.97
78,17676237,21854194,8511380,342006,114765,59477234,18,36495,24522,111377,1881,206992,4152,1.42
79,17716648,21958154,8523631,344802,114765,60424227,18,36495,24522,113179,1881,206992,4152,1.47
80,18001446,22305528,8668118,348103,114765,61048896,18,36495,24522,114539,1881,206992,4152,20.74
81,18271036,22640669,8809591,351249,114765,61695965,18,36495,24522,115681,1881,206992,4152,19.48
82,18525190,22955341,8937925,353915,114765,62357703,18,36495,24522,117073,1881,206992,4152,18.45
83,18803505,23294823,9078423,356214,114765,62995589,18,36495,24522,118335,1881,206992,4152,20.05
84,19077132,23630135,9217325,359156,114765,63637107,18,36495,24522,119563,1881,206992,4152,19.67
85,19369206,24012601,9361408,364143,114765,62443057,18,36495,24522,120952,1881,206992,4152,21.23
86,19639313,24332771,9498573,370288,114765,64909442,18,36495,24522,122355,1881,206992,4152,19.44
87,19900697,24657943,9632298,373161,114765,65562096,18,36495,24522,123580,1881,206992,4152,18.78
88,20172901,24996297,9774350,375598,114765,66200522,18,36495,24522,125004,1881,206992,4152,19.82
89,20452480,25339278,9916791,378062,114765,64936407,18,36495,24522,126563,1881,206992,4152,20.34
90,20744601,25692559,10063548,380746,114765,65528393,18,36495,24522,127897,1881,206992,4152,21.16
91,20970781,25984214,10179904,383627,114765,68141587,18,36495,24522,129181,1881,206992,4152,16.34
92,21223438,26298341,10307648,386600,114765,68809261,18,36495,24522,130502,1881,206992,4152,17.92
93,21475020,26625838,10432461,394365,114765,69477973,18,36495,24522,131866,1881,206992,4152,17.85
94,21753984,26976552,10574751,403529,114765,70115216,18,36495,24522,133035,1881,206992,4152,20.63
95,22040407,27326415,10718641,406394,114765,70740365,18,36495,24522,134275,1881,206992,4152,20.94
96,22315742,27665886,10856875,409477,114765,71379272,18,36495,24522,135525,1881,206992,4152,19.73
97,22583654,28000458,10992931,412247,114765,72026039,18,36495,24522,136908,1881,206992,4152,19.51
98,22863733,28344624,11134741,414816,114765,72661231,18,36495,24522,138147,1881,206992,4152,20.40
99,23160912,28706549,11287351,417781,114765,71118369,18,36495,24522,139543,1881,206992,4152,21.56
100,23440261,29050062,11431906,420833,114765,73900490,18,36495,24522,140843,1881,206992,4152,20.54
101,23705547,29413312,11563497,423581,114765,74547155,18,36495,24522,142314,1881,206992,4152,18.94
102,23951506,29728880,11693471,430602,114765,75217555,18,36495,24522,143674,1881,206992,4152,17.71
103,24242312,30084868,11841974,433294,114765,75840341,18,36495,24522,145067,1881,206992,4152,20.94
104,24359011,30238811,11891215,436631,114765,76692317,18,36495,24522,146578,1881,206992,4152,7.42
105,24481701,30423993,11946878,440056,114765,77529799,18,36495,24522,148090,1881,206992,4152,7.97
106,24744208,30751692,12081500,442707,114765,78181382,18,36495,24522,149381,1881,206992,4152,19.03
107,25013237,31087081,12219694,446172,114765,78822666,18,36495,24522,150654,1881,206992,4152,19.63
108,25291139,31434868,12359852,453413,114765,77047801,18,36495,24522,151812,1881,206992,4152,19.95
109,25359331,31579175,12383100,469738,114765,80407509,18,36495,24522,153588,1881,206992,4152,3.85
110,25449030,31743159,12423044,480478,114765,78774231,18,36495,24522,155133,1881,206992,4152,5.44
111,25718228,32072020,12561607,483096,114765,81941557,18,36495,24522,156448,1881,206992,4152,19.56
112,25983991,32399451,12693943,485740,114765,82592403,18,36495,24522,157718,1881,206992,4152,19.32
113,26247962,32729811,12830193,488499,114765,80644872,18,36495,24522,159010,1881,206992,4152,19.08
114,26510873,33059981,12964112,491793,114765,83899488,18,36495,24522,160316,1881,206992,4152,19.09
115,26810436,33431358,13115659,499598,114765,81841465,18,36495,24522,161634,1881,206992,4152,21.41
116,27081461,33783449,13252135,511284,114765,85184677,18,36495,24522,163116,1881,206992,4152,19.47
117,27365072,34130303,13396195,514524,114765,85804332,18,36495,24522,164490,1881,206992,4152,20.62
118,27662620,34487328,13547613,518132,114765,86415468,18,36495,24522,165898,1881,206992,4152,21.63
119,27857025,34717108,13640177,521290,114765,87163923,18,36495,24522,167416,1881,206992,4152,13.39
120,27880942,34805489,13641285,524781,114765,88134369,18,36495,24522,169561,1881,206992,4152,0.14
121,27901640,34892882,13642013,528185,114765,89109370,18,36495,24522,171269,1881,206992,4152,0.11
122,28166127,35218804,13773380,535039,114765,86864255,18,36495,24522,172517,1881,206992,4152,18.54
123,28431007,35561411,13909647,545915,114765,87525089,18,36495,24522,173761,1881,206992,4152,19.22
124,28717496,35913986,14061798,549002,114765,91042060,18,36495,24522,175002,1881,206992,4152,20.65
125,28996511,36262194,14207875,551505,114765,91671647,18,36495,24522,176250,1881,206992,4152,19.81
126,29255785,36588183,14344437,554200,114765,92321839,18,36495,24522,177536,1881,206992,4152,18.46
127,29498769,36904711,14478234,557785,114765,89994351,18,36495,24522,178902,1881,206992,4152,17.47
128,29758500,37228398,14615050,560742,114765,93650305,18,36495,24522,180229,1881,206992,4152,18.44
129,30043964,37591686,14772091,566736,114765,91212884,18,36495,24522,181646,1881,206992,4152,20.45
130,30338364,37979723,14930902,577298,114765,94906860,18,36495,24522,183080,1881,206992,4152,21.36
131,30569407,38284948,15055725,579957,114765,95596096,18,36495,24522,184475,1881,206992,4152,16.30
132,30842930,38617607,15195590,583416,114765,96236377,18,36495,24522,185743,1881,206992,4152,20.03
133,31131073,38954022,15342984,586280,114765,96855018,18,36495,24522,187032,1881,206992,4152,20.86
134,31405700,39289190,15481635,589435,114765,97495347,18,36495,24522,188279,1881,206992,4152,19.92
135,31699028,39638082,15630017,592113,114765,98110035,18,36495,24522,189489,1881,206992,4152,21.45
136,31952148,39952112,15759098,599949,114765,95534284,18,36495,24522,190647,1881,206992,4152,18.03
137,32235351,40309174,15898079,610042,114765,99428987,18,36495,24522,191964,1881,206992,4152,20.47
138,32507880,40644987,16037093,613918,114765,96787056,18,36495,24522,193296,1881,206992,4152,19.82
139,32817105,41016414,16194877,616858,114765,97359646,18,36495,24522,194575,1881,206992,4152,22.73
140,33050744,41313566,16313363,619745,114765,101366663,18,36495,24522,195595,1881,206992,4152,16.72
141,33277440,41585291,16426379,622975,114765,102069719,18,36495,24522,196792,1881,206992,4152,16.18
142,33506401,41873892,16539612,626700,114765,99371741,18,36495,24522,197942,1881,206992,4152,16.72
143,33742506,42158514,16657189,629666,114765,103465910,18,36495,24522,199190,1881,206992,4152,16.53
144,33971955,42482044,16773631,637753,114765,104167742,18,36495,24522,200477,1881,206992,4152,16.38
145,34206533,42778099,16893283,641966,114765,101357922,18,36495,24522,201762,1881,206992,4152,16.69
146,34428836,43051609,17003489,645234,114765,105581195,18,36495,24522,203043,1881,206992,4152,15.75
147,34666431,43345117,17124094,648384,114765,106273436,18,36495,24522,204276,1881,206992,4152,17.12
148,34897593,43628061,17239775,651856,114765,106967327,18,36495,24522,205566,1881,206992,4152,16.72
149,35132021,43907743,17354222,654466,114765,107669247,18,36495,24522,206822,1881,206992,4152,16.54
150,35356291,44180702,17468215,657925,114765,108375260,18,36495,24522,208148,1881,206992,4152,16.18
151,35590136,44462632,17587029,660546,114765,109074000,18,36495,24522,209362,1881,206992,4152,16.93
152,35829182,44763389,17704769,672198,114765,109777051,18,36495,24522,210733,1881,206992,4152,16.48
153,36062528,45044422,17824134,675300,114765,110469126,18,36495,24522,211985,1881,206992,4152,16.78
154,36291480,45320191,17937845,678051,114765,111169557,18,36495,24522,213233,1881,206992,4152,16.24
155,36519267,45605463,18051464,681528,114765,111873849,18,36495,24522,214502,1881,206992,4152,16.70
156,36756442,45885548,18172556,684722,114765,112570435,18,36495,24522,215687,1881,206992,4152,16.53
157,36983801,46162854,18287324,688044,114765,113274507,18,36495,24522,216932,1881,206992,4152,16.38
158,37217017,46441219,18408219,691832,114765,113971125,18,36495,24522,218006,1881,206992,4152,16.70
159,37455627,46749874,18527282,702911,114765,114693438,18,36495,24522,219437,1881,206992,4152,16.96
160,37686523,47036792,18645624,705770,114765,115389796,18,36495,24522,220734,1881,206992,4152,16.72
161,37913931,47309803,18761740,708549,114765,116092236,18,36495,24522,221961,1881,206992,4152,16.34
162,38148176,47598000,18879479,711873,114765,116785847,18,36495,24522,223213,1881,206992,4152,16.80
163,38384863,47880889,19001382,714887,114765,113586587,18,36495,24522,224544,1881,206992,4152,16.71
164,38614495,48162565,19116649,717417,114765,118178601,18,36495,24522,225847,1881,206992,4152,16.19
165,38842659,48447625,19229884,724812,114765,114946245,18,36495,24522,227161,1881,206992,4152,16.19
166,39083516,48756736,19351267,735885,114765,119589851,18,36495,24522,228476,1881,206992,4152,17.29
167,39311048,49031376,19469547,739141,114765,116306436,18,36495,24522,229772,1881,206992,4152,16.35
168,39549116,49314682,19590909,741947,114765,120977097,18,36495,24522,231026,1881,206992,4152,17.07
169,39765840,49577491,19702022,745259,114765,121685315,18,36495,24522,232293,1881,206992,4152,15.38
170,39979581,49850309,19826486,748744,114765,122374482,18,36495,24522,233724,1881,206992,4152,15.18
171,40226784,50152887,19966010,752021,114765,123032681,18,36495,24522,235309,1881,206992,4152,17.70
172,40474028,50460238,20112325,754690,114765,123708666,18,36495,24522,236673,1881,206992,4152,17.58
173,40708618,50763447,20235489,757529,114765,120321791,18,36495,24522,237802,1881,206992,4152,16.65
174,40943188,51041673,20359027,765614,114765,120994842,18,36495,24522,239011,1881,206992,4152,16.74
175,41166152,51309870,20472477,768325,114765,121686505,18,36495,24522,240317,1881,206992,4152,15.90
176,41402285,51591369,20592992,771617,114765,126487692,18,36495,24522,241647,1881,206992,4152,16.78
177,41632155,51862015,20709839,774802,114765,127183949,18,36495,24522,242909,1881,206992,4152,16.66
178,41863584,52133202,20826264,777493,114765,127880648,18,36495,24522,244021,1881,206992,4152,16.52
